0, 0, 11,a8b80c539f498651853b1210ffa7c5c7b05b5f68
0, 0, 14,17cab05e23a9f16c9c200e928b5a8837a530dbf3
0, 0, 37,109ad64900599d4eb1ba9ccf4f8266647893efa2
0, 0, 38,c35b86bda7594ebc3528d19bd0089da80295a58c
0, 0, 43,be96d54874a26c622d34c668fca4de3a3dd5057a
0, 0, 44,da8bce65a166aeae48bb68341d3f6dcf914692bf
0, 0, 48,790e7585ffacbd661f5f31e0aaa4bb31683764df
0, 0, 48,a1e127b484243d07623adab8a232f579fb0bbabf
0, 0, 52,7be5720e969cdca620b76e9ee5417d8200f96262
0, 0, 53,1ca20d20dd75bb98e4495424d4b2fed8a7662674
21, 26, 9,2d1e040c010420fe308c630284eb065ac8852956
0, 0, 56,f4ba5e5e2d4130104432a6d0c768d35bd212817d
0, 0, 57,15a99ccf748619238927c4ac543750ef3c3bed91
0, 0, 72,4bcbb8f332d5e16c7c3ae5f952eb090277e1c613
16, 33, 28,a14f42d380f4848e04ce7bde51738e3d5bd977b2
0, 0, 80,708487568182476644409c880b9b0192c2c2eaff
0, 0, 91,0ea692b18324ba0b19ab32c6f6793376040d0426
19, 67, 14,b60eb2ac5537dd17024cb63b5f5ffeacc6721755
10, 0, 90,d36e56b71773a254aae4ae010d8d8229b497e4d9
0, 0, 102,c44ff0dafc7254030af654fbd1324288ea58d268
28, 55, 22,57a52c5481ca6c90ace77250c42ac94d95d1bacf
25, 57, 25,363c58b8dbc15783f41d15cf9b53c2edacd80289
16, 1, 94,d829565f8a49286af5bd8717ee49a2aa575e4bf3
0, 0, 112,a7b817756c3525fdf5ce12dc2795c47be4486e8e
54, 29, 29,c64f02bc4c3807d39298d17e97ec2144c7442196
23, 61, 35,a0b8b49255e371b615ad48a4bd7148bb7a299073
0, 0, 122,e1230ebeb84968cd4419ba6b44c30858b23ee61b
0, 0, 125,395eef76d963479596ca70fa8d88e5446c9e4f6b
0, 0, 125,db65fecbe6b760a5d4d0941502b0e26e485ec5d5
0, 0, 125,b7a978b211267f8d6da5ae79156c44564b44dead
0, 0, 125,3268a9bb35ecd82521f5fe9a461718f69e1363fe
0, 0, 125,424c6c5db4eeb6ef18c33db2aea90da40d4f852f
0, 0, 125,a8b3383834de8e97aa2bbcc458aee51462059878
0, 0, 126,b7a8a19c61827c329d7dc2ed8a9785505d85ef7c
29, 57, 40,2c5554e840db035749afb612ec7510edd77c0eb8
0, 0, 126,e0e5e9c69416f9efce59d1bc35b493a001918e02
0, 0, 126,b10f7cbade744a6ec0e00d81b665fbbd6d786636
0, 0, 126,6eb57660c8f3791e4447bc35f70a2ce218f28ec0
0, 0, 126,4ecc5631ce1ac6e05030f48c50cd81ea4b6c0bd7
0, 0, 126,81040a483cf454d82df20616a1c1ed3671922e30
0, 0, 126,e5a6b33b30a1cbf5b8f7602b25a151d8258052a0
0, 0, 126,12eb31af4c7e040eb3cea42d545b8eeffe5ba899
0, 0, 127,7a22e40fe087ae36dafbfb5fa9eae20792e01fbe
