11,33,4,54,52
4,29,0,55,56
0,2,19,52,44
3,16,19,47,49
4,32,27,47,43
4,33,27,44,46
2,0,12,54,52
3,0,12,52,54
4,0,12,48,58
7,0,12,58,48
8,0,12,56,50
9,0,12,53,53
12,0,12,57,49
13,0,12,55,51
15,0,12,54,52
16,0,12,58,48
18,0,12,57,49
25,0,12,56,50
27,0,12,57,49
28,0,12,56,50
29,0,12,53,53
31,0,12,57,49
0,1,12,57,49
5,1,12,57,49
6,1,12,58,48
7,1,12,50,56
9,1,12,56,50
14,1,12,57,49
16,1,12,55,51
19,1,12,57,49
20,1,12,52,54
21,1,12,56,50
25,1,12,55,51
26,1,12,51,55
31,1,12,54,52
33,1,12,55,51
34,1,12,55,51
35,1,12,58,48
2,2,12,58,48
3,2,12,56,50
8,2,12,56,50
10,2,12,56,50
11,2,12,56,50
12,2,12,57,49
14,2,12,58,48
24,2,7,58,53
25,2,7,58,53
27,2,12,50,56
0,3,12,49,57
31,2,7,59,52
32,2,12,52,54
5,3,12,53,53
6,3,12,58,48
7,3,12,55,51
8,3,12,58,48
9,3,12,55,51
10,3,12,58,48
11,3,12,57,49
0,4,12,58,48
2,4,12,58,48
3,4,12,55,51
11,4,27,40,51
2,5,12,54,52
4,5,12,57,49
5,5,12,56,50
6,5,12,58,48
1,6,12,56,50
3,6,12,58,48
6,6,12,58,48
8,6,12,53,53
28,6,7,57,54
0,7,12,56,50
2,7,12,58,48
3,7,12,56,50
5,7,12,55,51
7,7,12,58,48
0,8,12,54,52
1,8,12,52,54
3,8,12,58,48
6,8,12,58,48
0,9,12,56,50
2,9,12,58,48
3,9,12,55,51
4,9,12,55,51
6,9,12,55,51
1,10,12,55,51
3,10,12,56,50
4,10,12,57,49
0,11,12,57,49
1,11,12,53,53
0,12,12,54,52
1,12,12,53,53
3,12,12,58,48
4,12,12,56,50
0,14,12,56,50
3,14,12,57,49
1,15,12,55,51
2,15,12,58,48
3,15,12,58,48
0,16,12,58,48
1,16,12,58,48
1,17,12,58,48
2,17,12,53,53
2,18,12,49,57
2,19,12,58,48
2,20,12,57,49
30,21,7,57,54
0,22,12,57,49
1,22,12,58,48
2,22,12,54,52
0,23,12,57,49
0,24,12,54,52
1,24,12,54,52
2,24,12,58,48
0,25,12,58,48
2,25,12,58,48
0,26,12,55,51
1,26,12,54,52
2,27,12,58,48
2,28,12,56,50
30,28,12,56,50
0,29,12,57,49
2,29,12,52,54
11,29,12,49,57
29,29,12,57,49
0,30,12,50,56
30,30,7,57,54
0,31,12,50,56
1,31,12,53,53
2,31,12,56,50
3,31,12,55,51
1,32,12,55,51
0,33,12,54,52
2,33,7,61,50
3,33,12,56,50
0,34,12,56,50
1,34,12,53,53
0,35,12,57,49
0,0,12,61,46
6,0,12,61,46
10,0,12,61,46
11,0,12,61,46
14,0,12,62,45
19,0,12,60,47
20,0,12,61,46
22,0,12,60,47
3,1,12,60,47
4,1,12,62,45
8,1,12,61,46
10,1,12,62,45
12,1,12,62,45
13,1,12,61,46
4,2,12,62,45
6,2,12,60,47
9,2,12,62,45
13,2,12,60,47
28,2,12,45,62
36,2,7,65,47
1,3,12,60,47
2,3,12,60,47
3,3,12,61,46
1,4,12,60,47
4,4,12,62,45
5,4,12,61,46
6,4,12,60,47
7,4,12,62,45
8,4,12,62,45
9,4,12,62,45
0,5,12,62,45
1,5,12,62,45
8,5,12,60,47
0,6,12,60,47
2,6,12,62,45
4,6,12,61,46
7,6,12,60,47
1,7,12,62,45
4,7,12,61,46
6,7,12,60,47
2,8,12,62,45
4,8,12,60,47
5,8,12,61,46
1,9,12,61,46
0,10,12,48,59
2,10,12,61,46
2,11,12,62,45
3,11,12,61,46
4,11,12,61,46
2,12,12,62,45
1,13,12,62,45
3,13,12,61,46
1,14,12,60,47
2,14,12,46,61
0,15,12,60,47
2,16,12,60,47
0,17,12,61,46
0,18,12,60,47
0,19,12,60,47
1,19,12,60,47
0,20,12,47,60
1,20,12,62,45
0,21,12,62,45
1,21,12,62,45
3,23,12,46,61
1,25,12,62,45
1,27,12,61,46
30,27,12,61,46
1,28,12,60,47
3,28,12,62,45
1,29,12,60,47
3,29,12,61,46
1,30,12,61,46
2,30,12,62,45
3,30,12,62,45
2,32,12,62,45
3,32,12,62,45
1,33,12,60,47
5,0,12,64,44
17,0,12,64,44
21,0,12,64,44
1,1,12,65,43
2,1,12,64,44
11,1,12,65,43
15,1,12,64,44
1,2,12,65,43
5,2,12,65,43
7,2,12,43,65
4,3,12,64,44
7,5,12,64,44
5,6,12,64,44
5,9,12,64,44
0,13,12,65,43
2,13,12,65,43
3,17,12,64,44
1,18,12,65,43
26,19,7,46,67
2,23,12,64,44
2,26,12,42,66
0,27,12,64,44
0,28,12,65,43
1,0,12,68,41
3,5,12,67,42
2,21,12,67,42
0,32,12,67,42
4,13,7,73,42
1,23,12,72,39
29,31,7,68,49
6,10,12,80,35
28,5,23,57,49
4,14,23,58,48
30,26,23,67,42
3,27,30,58,44
30,0,20,61,54
